"unit","year","campaign","subunit","site","point_name","survey_ID","Date","sin.dist.21.June","cos.dist.21.June","sin.dist.noon","cos.dist.noon","settlements","agriculture","dunes","habitat","mean.lon","mean.lat","NA","Ablepharus rueppellii","Acanthodactylus aegyptius","Acanthodactylus beershebensis","Acanthodactylus boskianus","Acanthodactylus scutellatus","Cerastes cerastes","Cerastes vipera","Chalcides guentheri","Chalcides ocellatus","Chalcides sepsoides","Chamaeleo chamaeleon","Daboia palaestinae","Dolichophis jugularis","Eirenis coronelloides","Eirenis decemlineatus","Eirenis rothii","Eryx jaculus","Eumeces schneiderii","Hemidactylus turcicus","Hemorrhois nummifer","Heremites vittatus","Laudakia vulgaris","Letheobia simoni","Lytorhynchus diadema","Macroprotodon cucullatus","Malpolon insignitus","Mediodactylus orientalis","Mesalina bahaeldini","Mesalina olivieri","Micrelaps muelleri","Myriopholis macrorhyncha","Ophiomorus latastii","Ophisops elegans","Phoenicolacerta laevis","Platyceps collaris","Platyceps rogersi","Psammophis schokari","Pseudopus apodus","Ptyodactylus guttatus","Ptyodactylus puiseuxi","Rhynchocalamus melanocephalus","Scincus scincus","Spalerosophis diadema","Stenodactylus petrii","Stenodactylus sthenodactylus","Telescopus fallax","Testudo graeca","Testudo kleinmanni","Trapelus agnetae","Trapelus savignii","Varanus griseus","Xerotyphlops syriacus"
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Far Shifting 3","T2_Beer Milka Far Shifting 3","2017-06-14",-0.1202080448993527,0.9927487224577402,-0.6788007455329417,0.7343225094356856,NA,"Far","shifting",NA,34.44646699999999,30.915613000000004,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Semi-Shifting 1","T2_Beer Milka Near Semi-Shifting 1","2017-06-26",0.08596479873744647,0.9962981749346078,-0.992546151641322,0.12186934340514771,NA,"Near","semi-shifting",NA,34.39159210999999,30.96403392,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Semi-Shifting 2","T2_Beer Milka Near Semi-Shifting 2","2017-06-26",0.08596479873744647,0.9962981749346078,-0.9997620270799091,-0.021814885034561034,NA,"Near","semi-shifting",NA,34.377392747619034,30.970556447619053,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Semi-Shifting 3","T2_Beer Milka Near Semi-Shifting 3","2017-06-14",-0.1202080448993527,0.9927487224577402,-0.9975640502598242,0.06975647374412523,NA,"Near","semi-shifting",NA,34.430591243181816,30.91658986181818,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Shifting 1","T2_Beer Milka Near Shifting 1","2017-06-14",-0.1202080448993527,0.9927487224577402,-0.9692309097067544,-0.24615329302899283,NA,"Near","shifting",NA,34.422743,30.92798,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Shifting 2","T2_Beer Milka Near Shifting 2","2017-06-14",-0.1202080448993527,0.9927487224577402,-0.9975640502598242,-0.06975647374412533,NA,"Near","shifting",NA,34.43113,30.919663000000007,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2017,"T2",NA,"Beer Milka","Beer Milka Near Shifting 3","T2_Beer Milka Near Shifting 3","2017-06-14",-0.1202080448993527,0.9927487224577402,-0.9883615104677608,-0.15212338618991647,NA,"Near","shifting",NA,34.43115699999999,30.925998999999997,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Semi-Shifting 1","T2_Secher Far Semi-Shifting 1","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9440890203927843,-0.3296906452627872,NA,"Far","semi-shifting",NA,34.76438000000001,31.083426,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Semi-Shifting 3","T2_Secher Far Semi-Shifting 3","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9883615104677608,-0.15212338618991647,NA,"Far","semi-shifting",NA,34.778754,31.100246,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Semi-Shifting 4","T2_Secher Far Semi-Shifting 4","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9999904807207345,-0.004363309284746682,NA,"Far","semi-shifting",NA,34.77846399999999,31.108490000000003,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Shifting 1","T2_Secher Far Shifting 1","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9807852804032304,-0.1950903220161282,NA,"Far","shifting",NA,34.777444,31.101545999999992,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Shifting 2","T2_Secher Far Shifting 2","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9790454724845838,0.20364175114017766,NA,"Far","shifting",NA,34.77955788,31.108642209999996,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Inland Sands",2017,"T2",NA,"Secher","Secher Far Shifting 3","T2_Secher Far Shifting 3","2017-07-01",0.1712931441814776,0.9852201067560606,-0.9600498543859287,-0.2798290140309921,NA,"Far","shifting",NA,34.774272,31.089193999999996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Semi-Shifting 1","T2_Shunra East Far Semi-Shifting 1","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.9940563382223196,-0.10886687485196461,NA,"Far","semi-shifting",NA,34.599205139999995,30.95192008,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Semi-Shifting 2","T2_Shunra East Far Semi-Shifting 2","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.9869963665602319,0.1607425656038261,NA,"Far","semi-shifting",NA,34.607411000000006,30.95826,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Semi-Shifting 3","T2_Shunra East Far Semi-Shifting 3","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.8910065241883678,0.4539904997395468,NA,"Far","semi-shifting",NA,34.6108456,30.961541870000005,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Shifting 1","T2_Shunra East Far Shifting 1","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.9990482215818578,0.04361938736533623,NA,"Far","shifting",NA,34.607532,30.956426,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Shifting 2","T2_Shunra East Far Shifting 2","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.9799247046208296,-0.19936793441719705,NA,"Far","shifting",NA,34.594039,30.952957,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"Inland Sands",2017,"T2",NA,"Shunra East","Shunra East Far Shifting 3","T2_Shunra East Far Shifting 3","2017-06-19",-0.03442161162274574,0.9994074007397048,-0.9366721892483976,0.35020738125946743,NA,"Far","shifting",NA,34.60971,30.96054,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Semi-Shifting 2","T3_Beer Milka Far Semi-Shifting 2","2019-07-21",0.4937755501599772,0.869589389346611,-0.963630453208623,0.26723837607825696,NA,"Far","semi-shifting",NA,34.454254999999996,30.924331000000002,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Semi-Shifting 3","T3_Beer Milka Far Semi-Shifting 3","2019-07-15",0.401487989205973,0.9158642882672872,-0.8746197071393957,0.4848096202463371,NA,"Far","semi-shifting",NA,34.38646305,30.981950719999993,0,0,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Semi-Shifting 4","T3_Beer Milka Far Semi-Shifting 4","2019-07-15",0.401487989205973,0.9158642882672872,-1,-1.6081428723391245e-16,NA,"Far","semi-shifting",NA,34.419586989999985,30.945575749999993,0,0,3,0,0,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Shifting 1","T3_Beer Milka Far Shifting 1","2019-07-15",0.401487989205973,0.9158642882672872,-0.9953961983671787,0.09584575252022406,NA,"Far","shifting",NA,34.41843699999999,30.94737299999999,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Shifting 2","T3_Beer Milka Far Shifting 2","2019-07-15",0.401487989205973,0.9158642882672872,-0.8362861558477596,0.5482932295199138,NA,"Far","shifting",NA,34.377555,30.981768999999993,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Far Shifting 3","T3_Beer Milka Far Shifting 3","2019-07-21",0.4937755501599772,0.869589389346611,-0.9411760152563706,0.3379167180033271,NA,"Far","shifting",NA,34.44646699999999,30.915613,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Semi-Shifting 1","T3_Beer Milka Near Semi-Shifting 1","2019-07-15",0.401487989205973,0.9158642882672872,-0.9670459389139431,0.2546019482055276,NA,"Near","semi-shifting",NA,34.39159210999999,30.96403392,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Semi-Shifting 2","T3_Beer Milka Near Semi-Shifting 2","2019-07-15",0.401487989205973,0.9158642882672872,-0.9381913359224842,0.346117057077493,NA,"Near","semi-shifting",NA,34.37739274761903,30.970556447619053,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Semi-Shifting 3","T3_Beer Milka Near Semi-Shifting 3","2019-07-21",0.4937755501599772,0.869589389346611,-0.8115739819650123,0.5842496656374344,NA,"Near","semi-shifting",NA,34.430591243181816,30.91658986181818,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Shifting 1","T3_Beer Milka Near Shifting 1","2019-07-15",0.401487989205973,0.9158642882672872,-0.9908658973868822,-0.13485093027372297,NA,"Near","shifting",NA,34.42274299999998,30.927979999999994,0,0,3,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Shifting 2","T3_Beer Milka Near Shifting 2","2019-07-21",0.4937755501599772,0.869589389346611,-0.8910065241883678,0.4539904997395468,NA,"Near","shifting",NA,34.43113,30.91966300000001,0,0,1,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Beer Milka","Beer Milka Near Shifting 3","T3_Beer Milka Near Shifting 3","2019-07-15",0.401487989205973,0.9158642882672872,-0.9781476007338057,-0.20791169081775912,NA,"Near","shifting",NA,34.43115699999999,30.925998999999997,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Semi-Shifting 1","T3_Secher Far Semi-Shifting 1","2019-08-05",0.6994583270516471,0.7146733860429609,-0.9945218953682733,-0.10452846326765355,NA,"Far","semi-shifting",NA,34.76438000000001,31.083426,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Semi-Shifting 3","T3_Secher Far Semi-Shifting 3","2019-08-05",0.6994583270516471,0.7146733860429609,-0.9772311064626789,0.21217767215644634,NA,"Far","semi-shifting",NA,34.778754,31.100246,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Semi-Shifting 4","T3_Secher Far Semi-Shifting 4","2019-08-05",0.6994583270516471,0.7146733860429609,-0.917060074385124,0.39874906892524625,NA,"Far","semi-shifting",NA,34.77846399999999,31.108489999999996,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Shifting 1","T3_Secher Far Shifting 1","2019-08-05",0.6994583270516471,0.7146733860429609,-0.9896513868196702,0.1434926219911793,NA,"Far","shifting",NA,34.777444,31.101545999999995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Shifting 2","T3_Secher Far Shifting 2","2019-08-05",0.6994583270516471,0.7146733860429609,-0.8808907382053855,0.4733196671848434,NA,"Far","shifting",NA,34.77955787999999,31.108642209999992,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Inland Sands",2019,"T3",NA,"Secher","Secher Far Shifting 3","T3_Secher Far Shifting 3","2019-08-05",0.6994583270516471,0.7146733860429609,-0.9999619230641713,0.008726535498374119,NA,"Far","shifting",NA,34.774272,31.089194,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Semi-Shifting 1","T3_Shunra East Far Semi-Shifting 1","2019-07-21",0.4937755501599772,0.869589389346611,-0.9996573249755573,-0.026176948307873017,NA,"Far","semi-shifting",NA,34.599205139999995,30.95192008,0,0,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Semi-Shifting 2","T3_Shunra East Far Semi-Shifting 2","2019-07-21",0.4937755501599772,0.869589389346611,-0.9824503977255098,-0.18652403600873443,NA,"Far","semi-shifting",NA,34.607411000000006,30.958260000000003,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Semi-Shifting 3","T3_Shunra East Far Semi-Shifting 3","2019-07-21",0.4937755501599772,0.869589389346611,-0.9713420698132614,-0.237685892326173,NA,"Far","semi-shifting",NA,34.6108456,30.96154187,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Shifting 1","T3_Shunra East Far Shifting 1","2019-07-21",0.4937755501599772,0.869589389346611,-0.9914448613738104,-0.1305261922200516,NA,"Far","shifting",NA,34.607532,30.956426,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Shifting 2","T3_Shunra East Far Shifting 2","2019-07-21",0.4937755501599772,0.869589389346611,-0.9988483864849507,0.04797812852134413,NA,"Far","shifting",NA,34.594039,30.952957000000005,0,0,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2019,"T3",NA,"Shunra East","Shunra East Far Shifting 3","T3_Shunra East Far Shifting 3","2019-07-21",0.4937755501599772,0.869589389346611,-0.958819734868193,-0.28401534470392265,NA,"Far","shifting",NA,34.60971,30.960540000000005,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Semi-Shifting 2","T4_Beer Milka Far Semi-Shifting 2","2021-08-15",0.811539059007361,0.5842981736283684,-0.963630453208623,0.26723837607825696,NA,"Far","semi-shifting",NA,34.454254999999996,30.924331000000002,0,0,2,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Semi-Shifting 3","T4_Beer Milka Far Semi-Shifting 3","2021-07-25",0.5524353131676196,0.8335557718385699,-0.898794046299167,0.43837114678907746,NA,"Far","semi-shifting",NA,34.38646305,30.981950719999993,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Semi-Shifting 4","T4_Beer Milka Far Semi-Shifting 4","2021-07-25",0.5524353131676196,0.8335557718385699,-0.9647873238288129,-0.26303121445797484,NA,"Far","semi-shifting",NA,34.41958699,30.945575749999996,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Shifting 1","T4_Beer Milka Far Shifting 1","2021-07-25",0.5524353131676196,0.8335557718385699,-0.9537169507482269,-0.30070579950427295,NA,"Far","shifting",NA,34.41843699999999,30.947373,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Shifting 2","T4_Beer Milka Far Shifting 2","2021-07-25",0.5524353131676196,0.8335557718385699,-0.8638355052043957,0.5037739770455263,NA,"Far","shifting",NA,34.377555,30.981768999999993,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Far Shifting 3a","T4_Beer Milka Far Shifting 3a","2021-08-15",0.811539059007361,0.5842981736283684,-0.9255405040175664,0.3786486173524329,NA,"Far","shifting",NA,34.441794679999994,30.916338489999998,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Semi-Shifting 1","T4_Beer Milka Near Semi-Shifting 1","2021-07-25",0.5524353131676196,0.8335557718385699,-0.9890158633619168,-0.14780941112961044,NA,"Near","semi-shifting",NA,34.39159210999999,30.964033920000002,0,0,1,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Semi-Shifting 2","T4_Beer Milka Near Semi-Shifting 2","2021-07-25",0.5524353131676196,0.8335557718385699,-0.9975640502598242,-0.06975647374412533,NA,"Near","semi-shifting",NA,34.377392747619034,30.970556447619057,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Semi-Shifting 3","T4_Beer Milka Near Semi-Shifting 3","2021-07-07",0.2719581575341055,0.9623090774541486,-0.9993908270190958,-0.034899496702500955,NA,"Near","semi-shifting",NA,34.430591243181816,30.91658986181818,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Shifting 1","T4_Beer Milka Near Shifting 1","2021-08-15",0.811539059007361,0.5842981736283684,-0.8503522249955628,0.5262139236518696,NA,"Near","shifting",NA,34.422743,30.927979999999998,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Shifting 2","T4_Beer Milka Near Shifting 2","2021-07-07",0.2719581575341055,0.9623090774541486,-0.9945218953682733,-0.10452846326765355,NA,"Near","shifting",NA,34.43113,30.919663000000007,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Inland Sands",2021,"T4",NA,"Beer Milka","Beer Milka Near Shifting 3","T4_Beer Milka Near Shifting 3","2021-07-07",0.2719581575341055,0.9623090774541486,-0.981627183447664,-0.1908089953765448,NA,"Near","shifting",NA,34.43115699999999,30.925998999999994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
