"year","predicted.abnd","predicted.abnd.se"
2014,2.9431228177986806,0.41553942530781157
2016,3.507205127740389,0.3839593433454453
2018,4.179400103067621,0.5814608109307972
2020,4.9804287417814885,1.021248078298214
